title,abstract
ARTIFICIAL ANTIGEN PRESENTING CELLS AND METHODS OF USE,"The present disclosure relates to artificial antigen presenting cells (aAPCs), in particular engineered erythroid cells and enucleated cells (e.g. enucleated erythroid cells and platelets), that are engineered to activate or suppress T cells."
Erythroid cells comprising phenylalanine ammonia lyase,"Compositions comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
Methods and compositions for immunomodulation,Provided are cells containing exogenous antigen and uses thereof.
Synthetic membrane-receiver complexes,"Compositions comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
Functionalized erythroid cells,"Described herein are novel preparations of functionalized erythroid cells and related compositions, reagents, and methods for use in human pharmaceutical and veterinary applications."
Synthetic membrane-receiver complexes,"Compositions comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
Synthetic membrane-receiver complexes,"Compositions comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
Synthetic membrane-receiver complexes,"Compositions comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
Synthetic membrane-receiver complexes,"Compositions comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
Engineered Erythroid Cells Including HLA-G Polypeptides and Methods of Use Thereof,"The present disclosure relates to engineered erythroid cells and enucleated cells that include one or more of exogenous HLA-G polypeptides, exogenous immunogenic polypeptides, and exogenous coinhibitory polypeptides wherein the cells are capable of inducing immune tolerance and/or reducing immune response to the exogenous immunogenic polypeptides when administered to a subject."
Functionalized Erythroid Cells,"Described herein are novel preparations of functionalized erythroid cells and related compositions, reagents, and methods for use in human pharmaceutical and veterinary applications."
Compositions and Methods Related to Multimodal Therapeutic Cell Systems for Autoimmune Indications,"The invention includes compositions and methods related to multimodal therapies, e.g., for treating immune conditions. A multimodal therapy described herein provides and/or administers a plurality of agents that function in a coordinated manner to provide a therapeutic benefit to a subject in need thereof, e.g., a subject having an autoimmune disease or inflammatory disease."
SYNTHETIC MEMBRANE-RECEIVER COMPLEXES,"Compositions comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
Amplifiable RNAs for Therapeutic Cell Systems,"This disclosure provides, among other things, amplifiable nucleic acid constructs for expressing a gene of interest in a cell, e.g., an erythroid cell. The amplifiable nucleic acid construct may contain the gene of interest and an RNA-dependent RNA polymerase (RdRP)-responsive 5′ UTR, and may optionally further contain an RdRP-responsive 3′ UTR. RdRP may also be provided, e.g., on the same construct or a different construct."
Membrane-Receiver Complex Therapeutics,"Composition comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
Therapeutic Cell Systems and Methods for Treating Cancer and Infectious Diseases,"The present disclosure relates to erythroid cells that have been engineered to include, e.g., at the surface of the cell, one or more exogenous stimulatory polypeptides, wherein the exogenous stimulatory polypeptides presented are sufficient to stimulate an immune killer cell. The engineered enucleated cells of the present disclosure are useful in methods of activating NK cells and/or CD8+ T-cells in a subject in need thereof, such as subjects having cancer or an infectious disease, and in particular cancers or infectious diseases characterized by downregulation of MHC Class I presentation."
